status,loan_amount,annual_income,purpose,home_ownership
Fully Paid,16000,80000,debt_consolidation,RENT
Fully Paid,14000,80000,credit_card,MORTGAGE
Fully Paid,35000,110000,major_purchase,OWN
Fully Paid,25000,120000,credit_card,MORTGAGE
Fully Paid,11100,32000,debt_consolidation,MORTGAGE
Fully Paid,9000,45000,credit_card,RENT
Fully Paid,18000,50000,debt_consolidation,RENT
Fully Paid,6600,24960,credit_card,RENT
Fully Paid,8500,50600,major_purchase,MORTGAGE
Fully Paid,1500,83263,other,RENT
Fully Paid,6350,45000,debt_consolidation,RENT
Fully Paid,5000,32000,debt_consolidation,RENT
Fully Paid,22000,65000,debt_consolidation,RENT
Fully Paid,8000,52000,major_purchase,MORTGAGE
Fully Paid,16000,60000,other,MORTGAGE
Fully Paid,25000,70000,debt_consolidation,RENT
Fully Paid,7200,28000,debt_consolidation,RENT
Fully Paid,20000,50000,debt_consolidation,RENT
Fully Paid,15350,80000,credit_card,RENT
Fully Paid,13000,81613,debt_consolidation,MORTGAGE
Fully Paid,9500,70000,debt_consolidation,RENT
Fully Paid,3700,25200,major_purchase,RENT
Fully Paid,35000,380000,debt_consolidation,MORTGAGE
Fully Paid,13600,78625,debt_consolidation,RENT
Fully Paid,15000,65000,debt_consolidation,RENT
Fully Paid,16000,30000,other,RENT
Fully Paid,16000,235000,credit_card,MORTGAGE
Fully Paid,5000,37000,credit_card,RENT
Fully Paid,9600,65196,debt_consolidation,MORTGAGE
Fully Paid,35000,180000,home_improvement,OWN
Fully Paid,3200,55800,other,MORTGAGE
Fully Paid,11000,75000,other,OWN
Fully Paid,18000,360000,debt_consolidation,RENT
Fully Paid,1600,41000,home_improvement,MORTGAGE
Fully Paid,12600,100000,small_business,MORTGAGE
Fully Paid,4800,92000,debt_consolidation,MORTGAGE
Fully Paid,12000,120000,debt_consolidation,MORTGAGE
Fully Paid,7000,40320,debt_consolidation,RENT
Fully Paid,6000,27000,debt_consolidation,OWN
Fully Paid,10200,55000,home_improvement,MORTGAGE
Fully Paid,34550,72000,debt_consolidation,RENT
Fully Paid,4000,74000,credit_card,MORTGAGE
Fully Paid,35000,110000,debt_consolidation,MORTGAGE
Fully Paid,9000,41500,credit_card,RENT
Fully Paid,5000,50000,debt_consolidation,MORTGAGE
Fully Paid,4000,72000,debt_consolidation,RENT
Fully Paid,27850,100000,debt_consolidation,MORTGAGE
Fully Paid,6000,90996,other,MORTGAGE
Fully Paid,12000,72500,debt_consolidation,MORTGAGE
Fully Paid,9450,29000,credit_card,RENT
Fully Paid,12000,91000,debt_consolidation,MORTGAGE
Fully Paid,12375,48000,debt_consolidation,RENT
Fully Paid,7000,35000,debt_consolidation,RENT
Fully Paid,7750,51000,debt_consolidation,MORTGAGE
Fully Paid,5000,45000,debt_consolidation,RENT
Fully Paid,11200,80000,home_improvement,MORTGAGE
Fully Paid,3600,62000,debt_consolidation,MORTGAGE
Fully Paid,24000,80000,other,MORTGAGE
Fully Paid,7200,32000,debt_consolidation,MORTGAGE
Fully Paid,12000,131000,debt_consolidation,RENT
Fully Paid,8000,28000,debt_consolidation,OWN
Fully Paid,10000,78000,debt_consolidation,MORTGAGE
Fully Paid,25000,110000,home_improvement,OWN
Fully Paid,2000,42000,medical,MORTGAGE
Fully Paid,27575,62395,debt_consolidation,MORTGAGE
Fully Paid,5500,80000,debt_consolidation,MORTGAGE
Fully Paid,5000,250000,home_improvement,RENT
Fully Paid,4800,88500,debt_consolidation,MORTGAGE
Fully Paid,7200,64000,credit_card,MORTGAGE
Fully Paid,35000,95000,other,MORTGAGE
Fully Paid,5000,40000,debt_consolidation,MORTGAGE
Fully Paid,26375,60000,debt_consolidation,RENT
Fully Paid,8725,74360,debt_consolidation,OWN
Fully Paid,4000,28000,medical,MORTGAGE
Fully Paid,10000,160000,home_improvement,MORTGAGE
Fully Paid,10075,25000,small_business,OWN
Fully Paid,2400,44000,debt_consolidation,RENT
Fully Paid,18000,40000,debt_consolidation,RENT
Fully Paid,12500,72000,credit_card,MORTGAGE
Fully Paid,18000,169000,credit_card,MORTGAGE
Fully Paid,8000,40000,debt_consolidation,RENT
Fully Paid,18000,85000,debt_consolidation,RENT
Fully Paid,8250,38000,home_improvement,OWN
Fully Paid,5600,47000,debt_consolidation,RENT
Fully Paid,15000,100000,debt_consolidation,MORTGAGE
Fully Paid,2400,49000,debt_consolidation,RENT
Fully Paid,13200,56000,debt_consolidation,RENT
Fully Paid,4000,19404,debt_consolidation,RENT
Fully Paid,23500,100000,debt_consolidation,MORTGAGE
Fully Paid,9250,27500,debt_consolidation,RENT
Fully Paid,4400,26496,debt_consolidation,OWN
Fully Paid,10000,110000,home_improvement,MORTGAGE
Fully Paid,10000,32890,debt_consolidation,RENT
Fully Paid,14000,90000,credit_card,OWN
Fully Paid,13000,115000,debt_consolidation,MORTGAGE
Fully Paid,5000,22000,debt_consolidation,RENT
Fully Paid,11200,84000,debt_consolidation,MORTGAGE
Fully Paid,13000,97000,debt_consolidation,MORTGAGE
Fully Paid,8225,30000,debt_consolidation,MORTGAGE
Fully Paid,10000,48000,debt_consolidation,MORTGAGE
Fully Paid,2000,43000,credit_card,RENT
Fully Paid,12000,50000,debt_consolidation,RENT
Fully Paid,20000,50000,credit_card,RENT
Fully Paid,24250,55000,debt_consolidation,RENT
Fully Paid,25000,175000,credit_card,RENT
Fully Paid,9000,80000,other,RENT
Fully Paid,15250,49000,credit_card,RENT
Fully Paid,15000,115000,credit_card,MORTGAGE
Fully Paid,20000,48000,debt_consolidation,OWN
Fully Paid,12000,84996,debt_consolidation,RENT
Fully Paid,9450,28000,credit_card,RENT
Fully Paid,15200,70000,credit_card,MORTGAGE
Fully Paid,10000,49900,credit_card,OWN
Fully Paid,14000,65000,debt_consolidation,RENT
Fully Paid,21000,125000,debt_consolidation,MORTGAGE
Fully Paid,35000,120000,debt_consolidation,MORTGAGE
Fully Paid,24000,235000,debt_consolidation,RENT
Fully Paid,18000,106000,debt_consolidation,MORTGAGE
Fully Paid,18000,60000,debt_consolidation,RENT
Fully Paid,8000,65000,debt_consolidation,RENT
Fully Paid,16000,132000,debt_consolidation,MORTGAGE
Fully Paid,17150,57000,debt_consolidation,MORTGAGE
Fully Paid,23100,72000,home_improvement,MORTGAGE
Fully Paid,7000,104000,major_purchase,RENT
Fully Paid,7400,56400,other,RENT
Fully Paid,3500,26000,major_purchase,RENT
Fully Paid,20000,103000,debt_consolidation,MORTGAGE
Fully Paid,8000,35000,debt_consolidation,RENT
Fully Paid,6500,26000,other,RENT
Fully Paid,12500,46000,debt_consolidation,RENT
Fully Paid,13625,98000,debt_consolidation,RENT
Fully Paid,11300,81000,debt_consolidation,RENT
Fully Paid,10000,30000,home_improvement,RENT
Fully Paid,20000,90000,debt_consolidation,MORTGAGE
Fully Paid,9325,112632,debt_consolidation,RENT
Fully Paid,35000,110000,major_purchase,MORTGAGE
Fully Paid,15000,70000,debt_consolidation,MORTGAGE
Fully Paid,15250,58000,small_business,OWN
Fully Paid,5600,60000,debt_consolidation,RENT
Fully Paid,18825,55530,debt_consolidation,MORTGAGE
Fully Paid,9600,97500,credit_card,RENT
Fully Paid,10000,45000,other,RENT
Fully Paid,12000,112000,credit_card,MORTGAGE
Fully Paid,18000,96000,debt_consolidation,MORTGAGE
Fully Paid,9450,34200,other,RENT
Fully Paid,6250,22280,credit_card,OWN
Fully Paid,10000,41000,debt_consolidation,RENT
Fully Paid,8000,75000,other,MORTGAGE
Fully Paid,1775,55000,debt_consolidation,MORTGAGE
Fully Paid,8500,132800,credit_card,MORTGAGE
Fully Paid,26500,60000,debt_consolidation,MORTGAGE
Fully Paid,8000,106200,debt_consolidation,MORTGAGE
Fully Paid,21000,120000,other,RENT
Fully Paid,10000,48000,debt_consolidation,RENT
Fully Paid,35000,73648,debt_consolidation,MORTGAGE
Fully Paid,12000,42500,credit_card,RENT
Fully Paid,25000,65000,debt_consolidation,MORTGAGE
Fully Paid,15000,73000,credit_card,RENT
Fully Paid,20000,150000,credit_card,MORTGAGE
Fully Paid,4200,30000,credit_card,RENT
Fully Paid,13000,110000,debt_consolidation,MORTGAGE
Fully Paid,3000,24000,debt_consolidation,RENT
Fully Paid,10750,32250,debt_consolidation,RENT
Fully Paid,5500,62000,debt_consolidation,RENT
Fully Paid,12000,123144,debt_consolidation,RENT
Fully Paid,13000,125000,credit_card,MORTGAGE
Fully Paid,12000,75000,debt_consolidation,RENT
Fully Paid,4000,29120,credit_card,OWN
Fully Paid,12000,60000,debt_consolidation,RENT
Fully Paid,8025,45000,debt_consolidation,RENT
Fully Paid,7000,72000,credit_card,MORTGAGE
Fully Paid,7200,83000,other,RENT
Fully Paid,1800,37500,other,RENT
Fully Paid,10800,60000,debt_consolidation,MORTGAGE
Fully Paid,9450,28000,debt_consolidation,MORTGAGE
Fully Paid,10000,27000,other,RENT
Fully Paid,8000,25000,credit_card,RENT
Fully Paid,10000,62000,debt_consolidation,RENT
Fully Paid,10000,24000,debt_consolidation,MORTGAGE
Fully Paid,6225,41780,credit_card,RENT
Fully Paid,8000,78000,major_purchase,MORTGAGE
Fully Paid,2450,45000,debt_consolidation,MORTGAGE
Fully Paid,10000,60000,home_improvement,OWN
Fully Paid,10000,79000,credit_card,RENT
Fully Paid,9750,72000,debt_consolidation,RENT
Fully Paid,12000,125000,debt_consolidation,RENT
Fully Paid,19200,50000,credit_card,MORTGAGE
Fully Paid,10000,45000,debt_consolidation,RENT
Fully Paid,12000,38500,debt_consolidation,MORTGAGE
Fully Paid,8500,42000,debt_consolidation,RENT
Fully Paid,35000,110000,credit_card,MORTGAGE
Fully Paid,7000,19200,credit_card,RENT
Fully Paid,20000,171000,credit_card,RENT
Fully Paid,12000,26000,credit_card,RENT
Fully Paid,5000,27996,major_purchase,OWN
Fully Paid,19000,48500,debt_consolidation,RENT
Fully Paid,5000,200000,other,MORTGAGE
Fully Paid,24000,63600,small_business,OWN
Fully Paid,15000,64000,debt_consolidation,RENT
Fully Paid,10000,88000,debt_consolidation,OWN
Fully Paid,14000,85000,debt_consolidation,MORTGAGE
Fully Paid,10000,83000,debt_consolidation,RENT
Fully Paid,22000,95000,credit_card,MORTGAGE
Fully Paid,10000,60000,debt_consolidation,RENT
Fully Paid,2300,140000,major_purchase,MORTGAGE
Fully Paid,6000,46000,debt_consolidation,MORTGAGE
Fully Paid,8000,35000,debt_consolidation,RENT
Fully Paid,5000,12921,credit_card,RENT
Fully Paid,8875,26000,credit_card,RENT
Fully Paid,12000,36888,small_business,RENT
Fully Paid,3900,50000,medical,RENT
Fully Paid,10000,30000,home_improvement,OWN
Fully Paid,35000,160000,home_improvement,MORTGAGE
Fully Paid,20000,75000,credit_card,RENT
Fully Paid,10000,50000,debt_consolidation,RENT
Fully Paid,30000,74000,credit_card,MORTGAGE
Fully Paid,5000,25000,other,MORTGAGE
Fully Paid,15250,204000,debt_consolidation,MORTGAGE
Fully Paid,9200,82000,small_business,RENT
Fully Paid,3025,43000,other,MORTGAGE
Fully Paid,30000,130000,home_improvement,MORTGAGE
Fully Paid,8000,50000,debt_consolidation,MORTGAGE
Fully Paid,19200,125000,credit_card,RENT
Fully Paid,12950,49000,credit_card,MORTGAGE
Fully Paid,7000,55000,debt_consolidation,RENT
Fully Paid,3500,24000,major_purchase,RENT
Fully Paid,2800,49200,credit_card,MORTGAGE
Fully Paid,3200,75600,other,MORTGAGE
Fully Paid,6000,125000,home_improvement,MORTGAGE
Fully Paid,18000,50000,debt_consolidation,OWN
Fully Paid,10000,56000,credit_card,MORTGAGE
Fully Paid,18000,39000,debt_consolidation,MORTGAGE
Fully Paid,14000,100000,credit_card,MORTGAGE
Fully Paid,20200,48100,debt_consolidation,RENT
Fully Paid,9000,77500,major_purchase,MORTGAGE
Fully Paid,9000,53000,credit_card,MORTGAGE
Fully Paid,10000,35000,debt_consolidation,RENT
Fully Paid,18825,48000,debt_consolidation,MORTGAGE
Fully Paid,7500,45000,other,MORTGAGE
Fully Paid,8400,80000,home_improvement,OWN
Fully Paid,12000,64329,debt_consolidation,RENT
Fully Paid,24250,72000,debt_consolidation,MORTGAGE
Fully Paid,33425,75000,home_improvement,MORTGAGE
Fully Paid,18000,96600,debt_consolidation,MORTGAGE
Fully Paid,3000,31356,other,RENT
Fully Paid,4500,59000,debt_consolidation,RENT
Fully Paid,4200,25000,other,RENT
Fully Paid,5000,58000,credit_card,OWN
Fully Paid,11000,45000,other,RENT
Fully Paid,600,25000,other,RENT
Fully Paid,8200,158993,debt_consolidation,RENT
Fully Paid,10000,48000,medical,OWN
Fully Paid,6000,100000,debt_consolidation,MORTGAGE
Fully Paid,5000,65000,debt_consolidation,MORTGAGE
Fully Paid,10000,39996,debt_consolidation,RENT
Fully Paid,13200,127000,credit_card,MORTGAGE
Fully Paid,3000,43000,other,RENT
Fully Paid,8000,100000,debt_consolidation,MORTGAGE
Fully Paid,5000,33600,credit_card,OWN
Fully Paid,8275,58000,other,MORTGAGE
Fully Paid,8800,35000,debt_consolidation,MORTGAGE
Fully Paid,20675,49800,credit_card,MORTGAGE
Fully Paid,12925,84000,credit_card,MORTGAGE
Fully Paid,8000,50000,credit_card,MORTGAGE
Fully Paid,35000,88000,small_business,RENT
Fully Paid,12850,84500,debt_consolidation,RENT
Fully Paid,3825,32000,debt_consolidation,MORTGAGE
Fully Paid,25000,57000,credit_card,RENT
Fully Paid,10000,77000,small_business,MORTGAGE
Fully Paid,10000,65000,small_business,RENT
Fully Paid,29100,59000,credit_card,MORTGAGE
Fully Paid,15000,47000,small_business,RENT
Fully Paid,5800,24000,home_improvement,RENT
Fully Paid,14800,33000,debt_consolidation,MORTGAGE
Fully Paid,15000,85000,other,RENT
Fully Paid,4500,51600,debt_consolidation,MORTGAGE
Fully Paid,2250,50000,major_purchase,MORTGAGE
Fully Paid,6000,62000,debt_consolidation,MORTGAGE
Fully Paid,1500,103000,debt_consolidation,MORTGAGE
Fully Paid,6000,52000,debt_consolidation,RENT
Fully Paid,8000,85000,home_improvement,RENT
Fully Paid,18000,83600,debt_consolidation,MORTGAGE
Fully Paid,23600,200000,small_business,OWN
Fully Paid,9000,33098,credit_card,MORTGAGE
Fully Paid,5500,85000,debt_consolidation,MORTGAGE
Fully Paid,12000,52000,debt_consolidation,RENT
Fully Paid,35000,98000,debt_consolidation,MORTGAGE
Fully Paid,18450,42000,debt_consolidation,OWN
Fully Paid,15000,51000,credit_card,MORTGAGE
Fully Paid,3000,57600,other,MORTGAGE
Fully Paid,11200,63000,debt_consolidation,RENT
Fully Paid,5600,34444,debt_consolidation,RENT
Fully Paid,5000,61543,major_purchase,RENT
Fully Paid,4000,44700,debt_consolidation,RENT
Fully Paid,7800,72721,other,MORTGAGE
Fully Paid,21000,225000,debt_consolidation,MORTGAGE
Fully Paid,28000,130000,debt_consolidation,MORTGAGE
Fully Paid,10975,50000,debt_consolidation,OWN
Fully Paid,6150,124000,debt_consolidation,MORTGAGE
Fully Paid,4500,18240,other,RENT
Fully Paid,3600,25000,small_business,MORTGAGE
Fully Paid,10550,250000,major_purchase,OWN
Fully Paid,20000,140000,credit_card,RENT
Fully Paid,20000,69000,debt_consolidation,OWN
Fully Paid,15000,78725,debt_consolidation,RENT
Fully Paid,2000,45000,debt_consolidation,MORTGAGE
Fully Paid,5000,35004,other,RENT
Fully Paid,15000,93000,credit_card,MORTGAGE
Fully Paid,20675,59991,debt_consolidation,MORTGAGE
Fully Paid,7200,104335,medical,MORTGAGE
Fully Paid,12000,90000,credit_card,MORTGAGE
Fully Paid,8000,90000,other,RENT
Fully Paid,15000,80000,credit_card,RENT
Fully Paid,18500,88500,debt_consolidation,MORTGAGE
Fully Paid,3725,35808,debt_consolidation,MORTGAGE
Fully Paid,9600,71000,debt_consolidation,RENT
Fully Paid,7200,50000,debt_consolidation,RENT
Fully Paid,20000,66000,debt_consolidation,RENT
Fully Paid,28550,68000,debt_consolidation,MORTGAGE
Fully Paid,20000,75000,debt_consolidation,MORTGAGE
Fully Paid,1300,81600,major_purchase,MORTGAGE
Fully Paid,11300,60000,debt_consolidation,RENT
Fully Paid,8400,90000,debt_consolidation,RENT
Fully Paid,12700,59993,debt_consolidation,MORTGAGE
Fully Paid,15800,55000,debt_consolidation,MORTGAGE
Fully Paid,10000,60000,debt_consolidation,RENT
Fully Paid,6000,110000,credit_card,RENT
Fully Paid,14400,37000,debt_consolidation,RENT
Fully Paid,1500,25200,major_purchase,RENT
Fully Paid,34500,120000,credit_card,RENT
Fully Paid,27050,151000,debt_consolidation,MORTGAGE
Fully Paid,1600,300000,other,MORTGAGE
Fully Paid,6000,54000,home_improvement,MORTGAGE
Fully Paid,10000,45000,debt_consolidation,RENT
Fully Paid,15250,93000,debt_consolidation,MORTGAGE
Fully Paid,4000,65000,medical,MORTGAGE
Fully Paid,9600,100000,debt_consolidation,MORTGAGE
Fully Paid,7000,62400,credit_card,MORTGAGE
Fully Paid,10400,70000,debt_consolidation,RENT
Fully Paid,14400,40000,debt_consolidation,RENT
Fully Paid,6000,25000,debt_consolidation,RENT
Fully Paid,1000,73000,other,MORTGAGE
Fully Paid,12000,410000,major_purchase,MORTGAGE
Fully Paid,20000,103000,small_business,MORTGAGE
Fully Paid,3000,48000,major_purchase,RENT
Fully Paid,3500,13000,debt_consolidation,OWN
Fully Paid,15000,95000,home_improvement,MORTGAGE
Fully Paid,1400,40044,other,RENT
Fully Paid,10000,122000,debt_consolidation,RENT
Fully Paid,6000,57000,other,RENT
Fully Paid,8000,79000,debt_consolidation,RENT
Fully Paid,6000,66000,debt_consolidation,MORTGAGE
Fully Paid,24000,84000,debt_consolidation,RENT
Fully Paid,10625,35000,other,RENT
Fully Paid,12250,45000,debt_consolidation,OWN
Fully Paid,5000,43000,debt_consolidation,MORTGAGE
Fully Paid,15200,46812,debt_consolidation,RENT
Fully Paid,8000,26750,debt_consolidation,MORTGAGE
Fully Paid,4500,40000,credit_card,RENT
Fully Paid,25375,60424,debt_consolidation,MORTGAGE
Fully Paid,20000,105000,debt_consolidation,RENT
Fully Paid,17450,110000,debt_consolidation,MORTGAGE
Fully Paid,6500,64000,medical,RENT
Fully Paid,15000,46890,debt_consolidation,RENT
Fully Paid,15000,117000,debt_consolidation,MORTGAGE
Fully Paid,12000,82000,debt_consolidation,MORTGAGE
Fully Paid,5000,42000,major_purchase,RENT
Fully Paid,19400,55000,debt_consolidation,RENT
Fully Paid,9600,67000,debt_consolidation,RENT
Fully Paid,12075,54000,debt_consolidation,OWN
Fully Paid,24000,58000,debt_consolidation,RENT
Fully Paid,24925,54000,small_business,OWN
Fully Paid,33500,95000,debt_consolidation,MORTGAGE
Fully Paid,9600,35000,debt_consolidation,MORTGAGE
Fully Paid,24000,78000,other,RENT
Fully Paid,8000,20000,debt_consolidation,RENT
Fully Paid,8500,59000,other,RENT
Fully Paid,8650,96000,debt_consolidation,RENT
Fully Paid,35000,102000,home_improvement,MORTGAGE
Fully Paid,17425,35000,debt_consolidation,RENT
Fully Paid,35000,170000,debt_consolidation,RENT
Fully Paid,15000,37000,other,MORTGAGE
Fully Paid,33425,75000,credit_card,MORTGAGE
Fully Paid,13750,60000,debt_consolidation,MORTGAGE
Fully Paid,5000,21000,debt_consolidation,RENT
Fully Paid,6625,30000,other,RENT
Fully Paid,10000,45000,debt_consolidation,MORTGAGE
Fully Paid,5000,110000,debt_consolidation,OWN
Fully Paid,25000,180000,debt_consolidation,MORTGAGE
Fully Paid,15000,45000,debt_consolidation,OWN
Fully Paid,7850,58000,debt_consolidation,RENT
Fully Paid,5500,32000,debt_consolidation,MORTGAGE
Fully Paid,18000,46000,other,MORTGAGE
Fully Paid,18550,43000,credit_card,RENT
Fully Paid,8000,75000,credit_card,RENT
Fully Paid,7000,100000,debt_consolidation,MORTGAGE
Fully Paid,25000,1200000,debt_consolidation,RENT
Fully Paid,5000,90000,debt_consolidation,RENT
Fully Paid,7200,38000,credit_card,RENT
Fully Paid,7200,35000,debt_consolidation,MORTGAGE
Fully Paid,4000,56652,debt_consolidation,MORTGAGE
Fully Paid,13325,124000,small_business,MORTGAGE
Fully Paid,5325,90000,debt_consolidation,MORTGAGE
Fully Paid,20000,79000,debt_consolidation,RENT
Fully Paid,6500,70000,debt_consolidation,MORTGAGE
Fully Paid,9000,70000,debt_consolidation,MORTGAGE
Fully Paid,10000,50000,home_improvement,OWN
Fully Paid,3000,57000,credit_card,RENT
Fully Paid,16000,140000,credit_card,RENT
Fully Paid,10475,44200,debt_consolidation,MORTGAGE
Fully Paid,10000,79000,small_business,RENT
Fully Paid,15000,96000,credit_card,RENT
Fully Paid,6250,43500,credit_card,MORTGAGE
Fully Paid,23350,74000,debt_consolidation,RENT
Fully Paid,9950,57000,debt_consolidation,RENT
Fully Paid,10000,85000,home_improvement,MORTGAGE
Fully Paid,4200,27000,other,RENT
Fully Paid,16000,110000,debt_consolidation,MORTGAGE
Fully Paid,6000,50000,debt_consolidation,RENT
Fully Paid,28000,110000,credit_card,MORTGAGE
Fully Paid,30000,72000,debt_consolidation,RENT
Fully Paid,5000,44904,other,RENT
Fully Paid,3500,35000,small_business,OWN
Fully Paid,2000,52000,other,RENT
Fully Paid,24000,150000,home_improvement,MORTGAGE
Fully Paid,8000,110000,home_improvement,OWN
Fully Paid,9000,100000,debt_consolidation,MORTGAGE
Fully Paid,20800,55000,credit_card,RENT
Fully Paid,4500,31164,major_purchase,MORTGAGE
Fully Paid,13750,63000,debt_consolidation,MORTGAGE
Fully Paid,8500,38772,credit_card,RENT
Fully Paid,18800,82000,debt_consolidation,MORTGAGE
Fully Paid,18000,62000,debt_consolidation,RENT
Fully Paid,6000,43150,debt_consolidation,RENT
Fully Paid,2000,51024,medical,MORTGAGE
Fully Paid,10000,77000,major_purchase,RENT
Fully Paid,20000,65000,debt_consolidation,OWN
Fully Paid,4200,48000,other,RENT
Fully Paid,1000,12000,other,RENT
Fully Paid,20000,68500,debt_consolidation,MORTGAGE
Fully Paid,7750,43000,credit_card,RENT
Fully Paid,9850,75000,credit_card,MORTGAGE
Fully Paid,22500,92000,other,OWN
Fully Paid,10000,87000,debt_consolidation,MORTGAGE
Fully Paid,2075,20400,medical,MORTGAGE
Fully Paid,20000,140000,debt_consolidation,RENT
Fully Paid,14300,53000,debt_consolidation,MORTGAGE
Fully Paid,9500,61000,debt_consolidation,RENT
Fully Paid,12000,69900,debt_consolidation,MORTGAGE
Fully Paid,4000,28000,credit_card,RENT
Fully Paid,10000,43000,debt_consolidation,RENT
Fully Paid,12000,80000,home_improvement,MORTGAGE
Fully Paid,14000,93000,debt_consolidation,RENT
Fully Paid,7000,29112,debt_consolidation,OWN
Fully Paid,8000,46875,other,RENT
Fully Paid,6000,75000,debt_consolidation,RENT
Fully Paid,1000,25000,debt_consolidation,RENT
Fully Paid,14400,36000,credit_card,RENT
Fully Paid,12000,110000,debt_consolidation,MORTGAGE
Fully Paid,18000,65000,debt_consolidation,MORTGAGE
Fully Paid,14400,65000,debt_consolidation,RENT
Fully Paid,7200,105000,credit_card,RENT
Fully Paid,10000,40000,credit_card,RENT
Fully Paid,7500,78000,major_purchase,MORTGAGE
Fully Paid,13750,146000,other,RENT
Fully Paid,9000,55000,debt_consolidation,MORTGAGE
Fully Paid,5000,70000,debt_consolidation,MORTGAGE
Fully Paid,17000,60000,debt_consolidation,MORTGAGE
Fully Paid,24925,126000,credit_card,MORTGAGE
Fully Paid,8000,125000,major_purchase,MORTGAGE
Fully Paid,5000,30000,credit_card,RENT
Fully Paid,5200,70000,debt_consolidation,MORTGAGE
Fully Paid,8000,55000,other,MORTGAGE
Fully Paid,10000,40000,debt_consolidation,MORTGAGE
Fully Paid,9000,48960,credit_card,RENT
Fully Paid,20000,75000,debt_consolidation,MORTGAGE
Fully Paid,11000,80000,credit_card,MORTGAGE
Fully Paid,8400,39362,debt_consolidation,MORTGAGE
Fully Paid,4000,70000,debt_consolidation,RENT
Fully Paid,5000,54000,home_improvement,RENT
Fully Paid,2400,36000,major_purchase,MORTGAGE
Fully Paid,8000,36000,other,RENT
Fully Paid,9600,54000,debt_consolidation,MORTGAGE
Fully Paid,24000,89000,debt_consolidation,MORTGAGE
Fully Paid,10750,31516,debt_consolidation,MORTGAGE
Fully Paid,12000,75840,debt_consolidation,MORTGAGE
Fully Paid,1200,34000,other,RENT
Fully Paid,8000,50000,debt_consolidation,MORTGAGE
Fully Paid,24000,68000,debt_consolidation,MORTGAGE
Fully Paid,21750,95000,debt_consolidation,MORTGAGE
Fully Paid,14000,46500,debt_consolidation,RENT
Fully Paid,3000,20000,other,RENT
Fully Paid,15000,38000,small_business,OWN
Fully Paid,18550,41600,debt_consolidation,MORTGAGE
Fully Paid,10625,32000,debt_consolidation,RENT
Fully Paid,13000,39000,other,RENT
Fully Paid,9600,43000,debt_consolidation,RENT
Fully Paid,10000,44796,other,RENT
Fully Paid,12500,41000,debt_consolidation,RENT
Fully Paid,4000,62105,home_improvement,MORTGAGE
Fully Paid,2000,79000,credit_card,RENT
Fully Paid,12000,62400,debt_consolidation,RENT
Fully Paid,12000,82000,debt_consolidation,MORTGAGE
Fully Paid,13000,85000,debt_consolidation,MORTGAGE
Fully Paid,15000,51936,debt_consolidation,OWN
Fully Paid,10000,50000,credit_card,RENT
Fully Paid,6500,32400,major_purchase,MORTGAGE
Fully Paid,28000,185000,debt_consolidation,MORTGAGE
Fully Paid,21250,52000,debt_consolidation,MORTGAGE
Fully Paid,24000,200000,debt_consolidation,OWN
Fully Paid,5000,44000,home_improvement,MORTGAGE
Fully Paid,4850,58000,debt_consolidation,MORTGAGE
Fully Paid,18225,40581,home_improvement,MORTGAGE
Fully Paid,16000,130000,other,RENT
Fully Paid,18000,85000,debt_consolidation,MORTGAGE
Fully Paid,8400,52000,other,RENT
Fully Paid,6000,41000,credit_card,MORTGAGE
Fully Paid,18000,85000,debt_consolidation,MORTGAGE
Fully Paid,15125,52000,debt_consolidation,RENT
Fully Paid,25000,65000,home_improvement,MORTGAGE
Fully Paid,10000,36850,debt_consolidation,MORTGAGE
Fully Paid,9200,65000,credit_card,MORTGAGE
Fully Paid,8000,32000,credit_card,MORTGAGE
Fully Paid,8875,44000,debt_consolidation,MORTGAGE
Fully Paid,23000,46000,debt_consolidation,MORTGAGE
Fully Paid,14400,65000,credit_card,MORTGAGE
Fully Paid,16000,90000,debt_consolidation,RENT
Fully Paid,15000,47700,debt_consolidation,RENT
Fully Paid,15000,65000,debt_consolidation,RENT
Fully Paid,2400,55000,other,RENT
Fully Paid,5300,36000,debt_consolidation,RENT
Fully Paid,9000,70000,debt_consolidation,MORTGAGE
Fully Paid,10800,30000,debt_consolidation,MORTGAGE
Fully Paid,14400,28000,debt_consolidation,OWN
Fully Paid,2700,46000,medical,OWN
Fully Paid,8000,150000,credit_card,OWN
Fully Paid,29850,65000,home_improvement,MORTGAGE
Fully Paid,5000,24000,debt_consolidation,RENT
Fully Paid,10950,65000,debt_consolidation,MORTGAGE
Fully Paid,18000,60000,credit_card,RENT
Fully Paid,15450,111000,credit_card,RENT
Fully Paid,18800,52890,debt_consolidation,MORTGAGE
Fully Paid,17925,84000,other,MORTGAGE
Fully Paid,10000,70000,debt_consolidation,RENT
Fully Paid,4800,27880,debt_consolidation,RENT
Fully Paid,15600,91080,other,MORTGAGE
Fully Paid,6000,70000,credit_card,RENT
Fully Paid,25000,95000,credit_card,MORTGAGE
Fully Paid,10000,762000,debt_consolidation,OWN
Fully Paid,10000,47000,debt_consolidation,MORTGAGE
Fully Paid,20000,59000,debt_consolidation,MORTGAGE
Fully Paid,16000,55000,debt_consolidation,RENT
Fully Paid,3000,105000,home_improvement,MORTGAGE
Fully Paid,9600,64000,debt_consolidation,MORTGAGE
Fully Paid,3000,96000,home_improvement,MORTGAGE
